county_fips,iso,year,total_units_counted,share_with_dc_gt6,share_with_dc_gt10,share_no_dc_gt6,share_no_dc_gt10,share_diff_gt6,share_diff_gt10
05001,MISO,2027,6459.491017858333,0.2533448293630799,0.1117660367995525,0.2533448293630799,0.1117660367995525,0.0,0.0
05003,MISO,2027,7050.319913174999,0.336215347111346,0.16350123136434397,0.336215347111346,0.16350123136434397,0.0,0.0
05005,MISO,2027,18670.85956237083,0.2362299761521141,0.07602571477761264,0.2362299761521141,0.07602571477761264,0.0,0.0
05009,MISO,2027,14760.545961116666,0.18169631515426043,0.08007816870936703,0.18169631515426043,0.08007816870936703,0.0,0.0
05011,MISO,2027,3464.6187361875,0.3278720670190333,0.18065787846050987,0.3278720670190333,0.18065787846050987,0.0,0.0
05013,MISO,2027,1469.333236083333,0.23761699207117912,0.11665605975145316,0.23761699207117912,0.11665605975145316,0.0,0.0
05017,MISO,2027,3894.1840080541665,0.41491855179305265,0.24412013581462744,0.41491855179305265,0.24412013581462744,0.0,0.0
05019,MISO,2027,7735.691436825,0.20228603332523712,0.09524344400889538,0.20228603332523712,0.09524344400889538,0.0,0.0
05021,MISO,2027,5960.521219045833,0.3309421104897558,0.1389817414559838,0.3309421104897558,0.1389817414559838,0.0,0.0
05023,MISO,2027,10473.382977425,0.23847152064907404,0.09737009751909165,0.23847152064907404,0.09737009751909165,0.0,0.0
05025,MISO,2027,2684.024265520833,0.3277844425461801,0.13814718153378858,0.3277844425461801,0.13814718153378858,0.0,0.0
05027,MISO,2027,7669.765738129166,0.2547099706400576,0.13195558121670875,0.2547099706400576,0.13195558121670875,0.0,0.0
05029,MISO,2027,8218.630946899999,0.19526894421574362,0.09835339470132744,0.19526894421574362,0.09835339470132744,0.0,0.0
05031,MISO,2027,41845.58747212916,0.15816912461449226,0.07750604071152443,0.15816912461449226,0.07750604071152443,0.0,0.0
